 од	¬озраст	—реднемес€чный расход	—редн€€ продолжительность разговоров	«вонков днем за мес€ц	«вонков вечером за мес€ц	«вонков ночью за мес€ц	«вонки в другие города	«вонки в другие страны	ƒол€ звонков на стационарные телефоны	 оличество SMS за мес€ц
2667	36	2211.66	6.2	478	65	34	4	0	19	11
2668	41	156.28	1.9	33	69	3	0	2	9	24
2669	53	379.14	2.4	66	155	0	27	2	6	1
2670	30	191.29	2.2	50	65	1	32	0	10	62
2671	38	611.71	9.9	43	37	0	3	0	14	16
2672	40	627.45	5	70	98	0	6	0	5	52
2673	34	742.42	9	60	43	3	9	0	3	29
2674	44	215.82	2.2	65	62	0	0	0	4	32
2675	21	251.11	2.7	34	104	16	0	0	7	32
2676	58	327.16	3.2	54	83	3	0	1	20	5
2677	46	470.87	4.4	66	75	0	29	1	8	1
2678	60	27	2.5	7	2	0	0	0	5	2
2679	68	28.08	1.8	4	9	0	0	0	2	0
2680	49	160.24	1.3	70	93	3	6	1	24	1
2681	48	26.46	2.1	6	8	0	0	0	0	0
2682	21	784.77	7.4	31	118	5	0	0	6	29
2683	52	14.86	1.65	6	5	0	0	0	0	0
2684	52	9.17	1.6	3	4	0	0	0	0	0
2685	39	1021.44	7.6	58	111	0	0	2	11	43
2686	41	175.42	1.4	58	95	6	25	1	10	36
2687	25	180.02	1.2	66	142	1	0	0	6	25
2688	51	461.09	3.1	112	74	3	0	0	9	1
2689	29	1771.56	14.8	95	85	39	24	0	0	72
2690	19	161.28	1.8	59	64	10	0	0	6	94
2691	20	123.07	2.4	12	67	3	0	0	4	49
2692	59	183.54	2.3	55	36	0	30	0	10	2
2693	38	347.8	2.8	87	70	4	5	0	5	17
2694	50	1911.89	8.6	298	51	0	7	3	24	0
2695	50	812.17	7.5	62	81	4	6	0	3	1
2696	33	82.33	1.1	42	57	3	10	1	17	9
2697	30	888.23	8.4	83	49	0	33	0	12	19
2698	29	195.3	1.8	31	111	0	0	0	20	20
2699	52	18.84	2.3	3	7	0	0	0	0	0
2700	30	1113.13	7.4	108	115	105	3	0	12	81
2701	38	727.84	5.8	61	111	0	1	0	0	38
2702	63	33.6	2	10	4	0	0	0	2	0
2703	31	224.73	2.8	45	63	0	0	0	26	59
2704	38	307.44	3.6	33	74	2	0	0	4	52
2705	43	154.47	2.5	42	37	2	15	3	5	22
2706	24	139.31	2.7	33	44	8	0	0	2	21
2707	65	24	1	11	9	0	0	0	10	1
2708	55	114.73	1.1	47	82	2	40	0	27	5
2709	21	315.51	3.9	16	109	4	0	0	0	31
2710	43	347.55	3.1	57	96	0	2	0	10	41
2711	19	312.97	3.4	4	119	17	2	0	7	22
2712	38	113.68	1.6	43	39	3	35	0	10	20
2713	25	241.36	1.6	67	120	1	0	0	6	12
2714	48	185.02	3.7	49	9	1	5	2	8	4
2715	54	111.79	1.5	44	55	0	0	2	4	3
2716	47	542.85	5.5	58	59	2	0	1	6	5
2717	58	275.31	1.9	58	126	0	0	0	8	5
2718	30	4160.03	13.4	333	94	33	39	11	2	6
2719	45	28.8	2	5	10	2	0	0	0	0
2720	58	135.3	1.2	96	41	2	3	0	25	3
2721	36	1329.29	9.4	114	113	64	45	1	6	66
2722	57	291.87	2.9	48	90	0	0	0	24	4
2723	26	813.13	6.9	30	143	0	22	0	13	31
2724	32	278.43	4.7	31	48	4	0	0	1	10
2725	55	611.77	9.8	38	44	2	1	0	13	4
2726	45	364.71	3.3	70	71	7	12	0	26	1
2727	64	44.64	1.2	15	16	0	0	0	5	1
2728	21	42.52	0.5	57	59	35	0	0	2	34
2729	65	7.2	1	5	1	0	0	0	3	3
2730	58	502.27	3.8	62	119	3	29	0	20	5
2731	27	333.48	2.4	70	99	3	28	0	26	37
2732	39	170.1	2.7	35	41	0	34	1	8	12
2733	60	71.47	1.1	38	48	0	0	0	29	0
2734	31	839.06	8.9	57	67	2	31	2	2	58
2735	59	169.78	2.1	36	63	3	15	0	7	4
2736	28	272.58	2.2	56	98	0	3	0	29	66
2737	43	518.77	3.2	109	100	3	0	0	11	12
2738	53	328.69	3	36	120	2	0	0	14	3
2739	44	319.52	3.3	49	81	4	6	0	25	2
2740	44	248.43	2.6	64	60	0	0	0	1	1
2741	55	306.78	2.8	80	59	2	3	0	15	2
2742	21	34.53	0.4	51	70	29	0	0	8	48
2743	58	668.47	6.6	53	84	2	11	0	13	4
2744	33	981.82	7.4	118	110	30	5	0	0	45
2745	59	305.76	4.8	43	40	0	1	0	0	2
2746	40	375.37	3.9	46	70	5	4	0	8	10
2747	26	594.19	5.3	48	109	0	32	0	0	22
2748	21	18.92	0.6	32	16	3	0	0	5	41
2749	60	353.22	5.8	34	39	0	0	0	21	4
2750	66	9	2.5	2	1	0	0	0	5	0
2751	36	2566.2	20	97	109	58	7	0	8	16
2753	62	3890.16	12.4	355	130	15	10	0	25	4
2754	59	456.75	4.5	64	55	0	6	0	30	5
2755	40	576.35	3.3	111	91	3	0	0	8	22
2756	58	186.8	1.7	71	72	1	4	1	6	3
2757	23	491.54	6.1	48	75	7	0	0	0	44
2758	26	166.07	3.3	42	16	8	29	1	12	21
2759	55	322.07	3.2	47	92	0	0	0	17	3
2760	26	80.85	1.5	45	12	2	45	2	5	43
2761	45	188.04	3.6	34	34	0	22	0	16	5
2762	33	851.03	8	60	82	0	0	0	6	23
2763	35	323.4	3.3	77	31	0	0	1	15	21
2764	49	554.19	5.8	58	68	0	33	0	0	4
2765	58	438.57	3.4	50	130	5	0	0	6	0
2766	38	247.92	2.8	36	88	0	4	0	11	37
2767	48	8.11	0.9	6	5	0	0	0	0	0
2768	69	3147.99	11.4	350	79	9	8	0	16	0
2769	40	436.09	4.2	57	83	0	20	0	1	30
2770	39	252	2.5	41	86	0	0	0	9	23
2771	52	814.34	6.8	42	129	0	15	1	13	5
2772	59	360.61	5.1	34	63	0	35	1	3	5
2773	53	358.05	3.3	83	38	0	0	0	17	1
2774	53	501.06	3.8	43	144	6	19	0	8	2
2775	30	470.77	3.9	66	93	7	2	2	23	39
2776	20	192.95	2.6	3	110	7	0	0	7	33
2777	45	203.84	2.8	36	54	0	0	1	27	2
2778	34	748.44	3.6	106	148	0	0	0	27	39
2779	39	113.45	1.3	35	88	0	5	0	13	62
2780	44	826.77	9.3	62	40	0	0	2	6	32
2781	60	850.85	8.5	48	76	0	10	2	9	4
2782	45	445.9	4	59	92	0	0	0	5	4
2783	21	169.05	2.3	2	98	10	0	0	10	41
2784	50	116.57	1.5	56	42	2	0	0	0	2
2785	34	5.9	0.9	2	6	0	0	0	0	0
2786	42	226.8	2.7	61	34	0	0	0	23	16
2787	51	296.97	3.6	59	44	5	38	2	22	2
2788	60	161.16	2	57	45	3	5	0	21	3
2789	53	579.88	3.8	44	156	0	28	0	11	1
2790	27	155.94	1.7	91	14	4	21	0	2	30
2791	65	46.8	2.6	6	9	0	0	0	6	3
2792	30	248.43	4	45	34	1	5	0	2	21
2793	21	141.05	1.3	45	110	0	0	0	6	34
2794	20	16.27	3.1	2	2	7	0	0	2	31
2795	43	509.09	5.4	32	103	0	5	0	6	49
2796	52	588.05	3.7	67	154	3	33	1	6	5
2797	43	736.96	9.4	61	26	0	5	1	16	33
2798	44	11.47	1.4	6	4	0	0	0	0	0
2799	42	599.96	6.9	31	91	3	1	1	7	39
2800	52	475.23	7.3	35	42	4	0	2	14	1
2801	30	288.18	2.6	53	100	0	4	0	16	61
2803	48	141.67	1.6	64	49	0	0	0	2	2
2804	19	485.1	5.5	60	64	4	0	0	5	46
2805	70	19.8	1.1	11	4	0	0	0	1	2
2806	30	235.53	2.9	33	79	3	0	0	11	2
2807	32	287.61	3.5	69	32	0	0	0	9	23
2808	46	212.41	1.9	54	97	5	4	0	0	5
2809	60	277.22	3.2	67	41	0	0	0	16	5
2810	39	10.65	1	10	3	0	0	0	0	0
2811	19	48.16	0.6	45	79	4	0	0	2	36
2812	54	1212.85	8.5	63	135	0	5	0	17	1
2813	32	493.44	3.2	120	114	46	42	2	8	50
2814	34	93.64	1.4	48	37	0	4	0	20	40
2815	25	1239.64	8.8	119	123	32	6	0	13	22
2816	40	725.86	4.3	99	125	0	1	0	4	11
2817	37	173.07	1.9	50	69	8	0	0	11	54
2818	58	637.22	5.7	48	106	3	25	0	28	4
2819	51	12.96	1.2	8	4	0	0	0	0	0
2820	25	574.51	5.8	57	72	7	43	0	22	12
2821	20	135.55	1.4	26	111	30	0	0	3	26
2822	41	339.39	2.4	49	153	0	25	0	4	48
2823	33	212.94	2.4	54	85	47	6	0	14	90
2824	40	1044.74	7.7	57	133	0	1	0	20	21
2825	41	1144.11	9.7	55	88	5	7	0	0	59
2826	47	164.64	1.4	62	79	4	26	0	8	2
2827	63	71.28	2.2	16	11	0	0	0	7	2
2828	35	2011.79	13.8	119	130	36	7	0	3	25
2829	46	462.08	6.2	60	33	0	0	0	1	2
2830	48	15.3	1.7	3	7	0	0	0	0	0
2832	66	40.32	2.1	9	7	0	0	0	9	0
2833	43	12.53	1.7	3	6	0	0	0	0	0
2834	49	207.41	2.2	59	65	0	0	0	24	3
2835	47	544	4	44	150	3	0	0	9	5
2836	49	343.6	3.1	59	91	0	24	0	13	2
2837	58	606.81	4.4	70	117	3	0	0	13	5
2838	43	163.07	1.6	50	88	4	19	0	6	42
2839	41	486.08	6.2	53	38	0	22	0	27	31
2840	40	409.34	3.4	67	95	0	7	1	2	47
2841	31	266.07	2.1	65	87	6	10	0	24	23
2842	58	765.99	6.5	82	69	0	0	0	10	0
2843	34	1068.25	7	112	146	43	46	0	2	89
2844	65	26.88	1.6	8	6	0	0	0	5	2
2845	31	249.7	2.8	58	57	4	17	2	16	24
2846	49	102.48	1.2	58	40	0	1	0	12	5
2847	19	181.12	2.5	31	68	9	4	0	4	33
2848	41	249.7	2.8	53	66	0	0	0	10	4
2849	39	542.41	6.5	42	72	0	37	2	25	2
2850	40	445.2	4	46	94	0	23	0	7	23
2851	49	438.48	2.9	58	134	0	10	0	19	4
2852	48	101.92	1.6	38	45	4	3	1	16	2
2853	69	35.88	1.3	16	7	0	0	0	6	2
2854	28	1170.79	8.2	90	120	103	13	0	0	152
2855	35	2563.36	19.4	65	124	106	4	0	0	78
2856	29	102.03	1.1	43	71	3	0	0	1	3
2857	29	1148.07	7.7	52	140	0	25	0	17	15
2858	56	193.83	1.3	106	64	0	1	1	3	3
2859	33	868.17	7.7	65	85	0	0	0	16	30
2860	49	402.84	3.4	68	88	4	5	0	21	5
2861	44	232.28	3.3	32	64	3	0	2	24	3
2862	40	690.9	8.4	41	58	3	3	0	9	4
2863	54	397.88	2.8	60	117	4	0	0	10	1
2864	55	697.2	8.3	54	44	0	5	1	15	2
2865	28	949.38	8.1	62	96	0	31	1	5	3
2866	43	22.95	1.7	6	8	2	0	0	0	0
2867	55	317.29	3.4	65	53	3	3	0	3	3
2868	40	531.48	3.7	54	147	5	3	1	14	32
2869	56	339.9	2.9	50	113	0	0	0	12	4
2870	40	570.75	8	73	9	0	11	0	17	15
2871	55	504	4	69	83	0	0	0	0	5
2872	53	154.56	1.2	94	50	2	0	1	11	0
2873	19	394.8	4.7	49	61	20	0	0	2	70
2874	47	218.15	2.3	50	65	1	1	0	6	2
2876	46	423.48	4.8	33	92	1	2	0	13	2
2877	45	206.01	1.4	52	158	0	34	0	26	0
2878	51	512.82	3.7	70	100	0	0	3	4	1
2879	47	869.5	7.8	92	45	0	4	0	4	3
2880	35	1234.34	9.4	83	144	27	5	0	12	88
2881	34	121.03	2.5	31	33	0	0	0	4	30
2882	52	23.42	1.3	12	10	0	0	0	0	0
2883	21	290.47	5.7	45	35	0	0	0	0	41
2884	50	214.76	2.6	54	41	2	0	0	26	5
2885	35	419.15	5.6	70	16	7	0	0	17	29
2886	29	538.65	5.7	38	81	0	0	0	20	45
2887	24	48.38	0.7	29	77	5	0	0	4	42
2888	47	251.3	3	59	47	3	5	0	16	4
2889	34	137.97	1.2	62	92	3	0	0	3	12
2890	52	1360.8	7.2	92	140	0	1	0	17	4
2892	50	252.25	3.6	62	22	0	0	1	5	4
2893	41	165.87	1.4	91	58	0	16	0	0	65
2894	27	151.54	1.3	50	113	0	0	0	21	21
2895	39	411.95	2.9	58	141	0	0	0	13	32
2896	29	664.39	7	52	76	0	5	0	24	10
2897	33	544.67	4.9	29	132	3	5	0	23	37
2898	55	146.51	2	54	39	0	0	2	12	3
2899	19	131.6	2	35	59	0	0	0	5	33
2900	21	302.23	5.5	1	76	3	0	0	1	76
2901	42	321.86	3.8	55	43	0	25	0	18	3
2902	32	2582.4	16	99	131	78	13	0	6	88
2903	39	355.45	4	61	52	3	3	0	20	29
2904	48	168.1	2.9	39	36	0	0	0	5	1
2905	41	36.12	2.1	10	10	2	0	0	0	0
2906	54	137.69	1.4	36	90	1	1	1	1	3
2907	25	394.98	3.7	41	94	1	0	0	13	53
2908	26	198.52	2.3	52	60	5	0	0	16	60
2909	52	619.42	5.2	61	101	0	7	0	11	5
2910	30	371.88	4.2	63	49	2	5	0	15	15
2911	52	293.43	3.7	65	32	1	4	0	13	3
2912	57	265.15	2.5	41	108	1	0	0	3	5
2913	48	614.25	4.5	73	91	2	6	1	0	2
2914	27	826.77	9.3	53	52	0	3	0	23	61
2915	48	433.44	4.3	46	78	2	44	0	2	3
2916	40	319.39	2.3	102	74	0	0	0	10	3
2917	53	19.16	1.8	8	5	0	0	0	0	0
2918	60	397.3	3.3	82	73	2	7	1	7	4
2919	21	384.75	8	11	62	5	0	0	5	96
2920	31	1270.16	8.6	143	113	29	46	1	14	21
2921	63	3068.68	12.4	255	118	31	49	3	20	8
2924	20	51.2	0.7	27	74	7	0	0	0	30
2925	68	47.52	2.2	13	5	0	0	0	4	2
2926	58	763.44	5.1	110	79	2	18	0	22	3
2927	31	145.75	1.1	107	57	0	0	0	6	67
2928	31	796	7.1	59	92	2	3	0	27	25
2929	60	1113.84	6.8	112	76	0	12	3	4	5
2930	49	139.65	1.5	60	49	0	0	0	8	0
2931	41	272.44	2.8	67	45	0	3	0	14	7
2932	39	448.35	3.5	59	100	0	0	0	2	36
2933	48	413.14	2.6	51	154	2	5	0	28	2
2934	46	407.17	6.8	36	43	0	25	0	1	4
2936	49	181.42	1.6	30	135	2	0	2	6	3
2937	41	202.06	2.6	31	78	0	3	0	12	12
2938	35	208.78	2.3	43	81	1	3	1	20	14
2939	25	520.52	5.2	51	71	0	0	0	24	44
2940	47	10.81	1.2	6	5	0	0	0	0	0
2941	44	143.08	1.4	60	61	2	3	0	29	48
2942	52	305.44	3.5	42	77	2	33	0	1	1
2943	27	116.35	1.3	70	42	1	0	0	10	47
2944	19	104.65	1	31	115	7	2	0	3	40
2945	70	36	2.5	7	5	0	0	0	8	2
2946	19	16.75	0.2	59	69	7	0	0	2	12
2947	57	235.06	2.3	31	103	0	0	1	29	5
2948	44	11.71	1.3	6	5	0	0	0	0	0
2949	20	381.24	3.8	36	118	7	0	0	0	115
2950	19	55.42	0.6	33	103	18	0	0	13	20
2951	27	130.2	2	50	22	0	0	0	4	45
2952	19	74.53	1	42	71	8	2	0	2	11
2953	37	711.91	8.8	35	78	0	0	1	10	25
2954	50	490	5	31	96	0	0	0	11	3
2955	34	513.42	6.2	77	21	0	38	0	19	21
2956	45	8.6	1.5	2	5	0	0	0	0	0
2957	33	293.15	2.6	63	88	0	0	0	17	16
2958	44	127.78	1.7	57	38	0	2	0	18	5
2959	54	236.77	2.1	65	86	0	0	1	15	3
2960	30	491.89	5.4	53	68	0	0	2	6	17
2961	39	264.18	3.7	53	28	0	4	0	19	6
2962	21	56.76	0.6	33	113	5	2	0	0	47
2963	46	212.6	2.5	67	37	5	0	0	17	5
2964	30	882.55	7.2	115	99	21	37	0	8	59
2965	21	164.03	2.5	31	72	0	0	0	4	25
2966	48	142.82	1.9	54	42	0	33	0	7	1
2967	56	1031.43	8.8	65	90	6	42	0	14	1
2968	35	347.2	3.1	36	108	2	4	0	3	36
2969	52	249.39	4.5	29	44	4	0	0	19	0
2970	59	538.26	6.5	53	55	0	5	0	1	5
2971	49	468.77	6.6	40	52	7	1	0	12	3
2972	38	970.2	9.9	45	76	0	28	0	23	47
2973	35	1636.71	5.8	319	115	18	54	0	13	5
2974	42	442.46	2.3	102	158	0	6	0	0	19
2975	68	25.2	1.4	11	4	0	0	0	4	3
2976	21	252.03	4.1	29	63	9	0	0	0	31
2977	35	408.13	4.3	67	54	2	6	0	6	46
2978	47	311.39	3.1	47	76	3	23	0	5	4
2979	59	554.19	5	57	94	0	0	0	22	0
2980	45	94.57	1.4	31	50	7	0	0	12	4
2981	32	763.84	6.2	72	75	0	30	0	12	14
2982	19	241.08	2.8	44	75	8	0	0	6	38
2983	41	609.28	6.4	62	47	2	7	0	1	55
2984	27	282.17	2.9	48	71	0	0	0	16	15
2985	45	485.59	6.3	53	46	2	28	0	5	5
2986	52	192.95	1.3	101	91	0	24	0	3	0
2987	47	489.41	3.9	99	57	0	0	2	14	4
2988	56	2800.76	9.6	394	60	8	4	9	29	11
2989	42	213.27	2.7	39	69	0	0	0	1	49
2990	27	782.75	6.4	94	119	22	12	2	12	33
2991	33	12.28	1	9	6	0	0	0	0	0
2992	40	168.93	2.6	43	42	0	5	0	22	15
2993	31	3008.68	16.4	138	160	76	50	0	12	27
2994	58	1212.34	7.8	99	103	4	33	0	5	5
2995	26	887.14	7.1	75	69	7	0	0	0	24
2996	49	461.02	3.7	94	45	0	0	0	4	5
2997	45	522.72	4.4	67	90	3	0	0	1	5
2998	52	273.97	2.2	104	48	3	4	2	2	4
2999	50	25.23	2.8	2	9	0	0	0	0	0
3000	53	3.6	1	1	2	0	0	0	2	0
3001	54	218.62	2.2	50	83	4	25	0	9	4
3002	40	928.11	9.4	67	60	0	0	1	12	4
3003	27	197.98	2.4	62	40	3	28	0	14	36
3004	47	784.78	7.7	54	84	0	0	0	20	4
3005	25	378.42	5.1	43	42	8	19	0	11	67
3006	21	441.73	6.7	6	95	5	0	0	2	19
3007	23	129.01	1.9	33	61	6	0	0	0	22
3008	44	142.94	1.7	57	50	4	3	0	7	13
3009	38	539	3.5	45	157	0	1	2	6	22
3010	56	85.04	1.5	55	11	0	0	2	8	3
3011	28	503.75	3.7	74	88	5	0	0	22	8
3012	52	348.57	3.2	42	112	0	5	0	17	3
3013	58	80.58	1.1	54	39	0	3	2	14	5
3014	57	265.66	1.9	45	155	3	0	3	1	4
3015	35	402.55	3.3	58	110	1	35	0	2	46
3016	41	345.32	3.9	48	69	4	38	1	12	16
3017	20	99.37	1.6	28	65	9	0	0	0	84
3018	58	721.02	7.7	33	100	2	0	0	4	4
3019	32	611.94	9.3	31	49	2	0	0	23	49
3020	55	325.12	4.4	45	52	0	0	0	16	2
3021	53	387.3	3.2	30	148	0	22	0	0	1
3022	34	272.13	2.4	87	55	0	5	0	22	46
3023	28	1503	7.8	176	119	15	6	10	17	13
3024	54	517.24	3.5	62	145	0	0	0	9	5
3025	51	580.47	7.5	59	38	1	0	0	0	4
3026	32	934	7.5	47	127	5	3	1	4	15
3027	40	294.55	3.4	42	77	0	4	1	19	36
3028	46	117.21	3.2	31	12	3	0	0	25	3
3029	45	239.09	3.3	37	51	1	0	0	15	5
3030	45	676.75	8.3	62	41	0	1	2	13	0
3031	60	355.19	4.1	62	49	0	42	0	1	2
3032	57	76.44	1.2	52	26	2	26	0	11	3
3033	29	344.11	3.7	68	48	4	4	0	1	19
3034	54	580.58	5.8	65	51	0	3	0	23	4
3035	56	773.96	8.1	68	53	2	29	0	19	4
3036	47	180.21	2.3	54	47	0	24	0	5	0
3037	23	114.28	2.3	41	33	8	0	0	6	81
3038	53	281.81	2.8	45	93	2	0	1	2	5
3039	41	154.73	1.4	40	115	5	2	0	17	21
3040	52	372.07	3.3	93	44	4	31	1	1	5
3041	41	352.64	3.2	65	81	0	26	0	6	47
3042	59	142.94	2.2	45	38	0	0	0	19	3
3043	21	75.46	0.7	60	94	0	0	0	0	57
3044	47	177.05	1.7	50	91	3	35	0	2	5
3045	19	12.07	0.1	51	120	3	0	0	2	38
3046	20	266.18	3.9	22	72	7	0	0	4	28
3047	47	323.28	3.5	45	82	0	0	1	17	2
3048	43	22.93	2	2	12	0	0	0	0	0
3049	32	514.99	3.6	98	120	88	7	0	3	80
3050	19	132.3	4.2	1	41	6	0	0	1	11
3051	26	1037.1	6.7	102	98	4	20	0	23	16
3052	19	300.12	2.5	53	113	11	3	0	3	71
3053	54	3305.01	13.6	283	85	27	42	0	21	6
3054	53	479.34	4.3	55	97	0	3	0	18	3
3055	59	1407.77	9.1	43	158	6	0	0	2	4
3056	48	190.59	2.2	45	73	0	39	0	2	5
3057	51	275.18	3.2	38	81	2	0	0	12	1
3058	24	650.12	6.3	40	108	28	0	0	5	40
3059	56	538.9	3.6	97	98	2	0	0	7	3
3060	21	380.8	4.9	9	109	8	2	0	2	33
3061	29	678.4	5	120	112	33	12	0	6	51
3062	30	294.93	2	102	85	5	0	0	21	69
3063	45	930.15	9.8	99	7	4	0	0	30	4
3064	42	4052.08	12.4	426	84	6	58	5	12	8
3065	20	410.87	4.3	7	115	29	0	1	1	41
3066	50	761.85	6.5	97	47	0	0	0	23	3
3067	29	1160.36	8.8	99	120	45	12	0	12	142
3068	40	431.83	6.2	52	26	1	0	0	4	10
3069	26	334.11	3.7	46	63	2	24	0	3	5
3070	45	3890.41	11.6	424	92	21	26	0	21	0
3071	29	1199.34	8.4	112	138	23	19	0	7	100
3072	38	575.89	3.8	56	136	3	0	0	20	18
3073	52	1860.6	6	343	75	50	46	12	32	5
3074	33	1520.06	9.6	142	106	84	30	0	4	28
3075	36	8.91	1.1	5	4	0	0	0	0	0
3076	57	480.3	5.2	70	45	4	0	0	6	5
3077	45	447.17	6.5	43	48	0	15	0	7	0
3078	51	1161.89	9.6	68	94	0	0	0	16	5
3079	60	208	2.1	50	70	3	0	0	23	4
3080	53	308.5	2.9	71	67	0	4	0	11	4
3081	38	369.21	4.6	47	59	2	7	0	23	32
3082	47	525.84	4.8	62	67	5	2	0	15	1
3083	53	1112.65	8.5	70	87	4	3	0	15	5
3084	52	196.83	2	46	89	1	0	0	6	4
3085	58	1023.12	7.2	65	111	0	20	0	7	4
3086	58	444.99	3.9	52	90	0	45	0	3	0
3087	35	2663.64	19.6	77	105	89	4	0	0	24
3088	58	148.33	1.3	51	91	0	3	1	30	2
3089	54	816.38	7.2	69	81	0	0	1	9	0
3090	39	4.91	1	3	3	0	0	0	0	0
3091	21	110.5	1.1	24	117	5	0	0	3	117
3092	33	1385.28	7.8	116	141	78	42	0	13	52
3093	33	1453.4	11.4	74	126	67	21	0	4	114
3094	29	151.54	1.3	41	124	2	0	0	22	26
3095	26	977.16	5.9	89	134	0	0	0	0	15
3096	43	499.66	3.7	99	72	0	7	0	28	22
3097	28	221.68	2.9	38	67	0	3	0	12	18
3098	25	347.9	3.5	70	44	0	1	0	4	51
3099	34	542.56	3.8	111	109	83	41	2	8	34
3100	58	497.62	3.1	71	151	2	0	0	23	2
3101	21	37.27	0.3	57	116	9	0	0	1	43
3102	31	412.01	2.2	150	138	110	5	0	10	72
3103	59	832.18	9.2	54	66	0	5	0	13	4
3104	40	553.84	4.3	62	96	2	31	0	22	1
3105	33	332.32	3.7	57	61	0	24	0	16	12
3106	41	338.1	3.5	46	73	0	31	0	3	12
3107	45	500.62	5.8	33	88	1	22	0	14	5
3108	52	107.02	1.4	47	53	2	0	2	8	5
3109	21	47.88	0.9	8	63	10	0	0	0	82
3110	47	143.36	1.6	30	84	4	0	0	9	4
3111	29	646.49	5.1	111	41	2	0	0	12	28
3112	61	1938.44	9.2	196	97	16	30	0	18	4
3113	49	254.1	3.3	43	50	0	3	2	6	4
3114	44	339.52	4.1	54	54	0	0	2	2	17
3115	58	661.5	4.5	82	94	0	0	0	18	1
3116	53	200.65	2.5	43	66	0	0	0	1	4
3117	44	545.78	3.6	59	155	0	1	0	13	3
3118	38	452.14	4.2	102	25	0	28	1	1	49
3119	58	292.74	5.1	32	37	0	38	0	0	0
3120	64	104.4	3	14	15	0	0	0	8	1
3121	29	815.36	6.4	78	90	0	1	0	14	14
3122	29	425.55	3.1	43	153	3	0	1	0	20
3123	56	823.64	6	50	141	7	0	0	0	3
3124	33	211.8	2.5	34	84	2	11	0	18	51
3125	19	43.57	0.8	31	51	7	0	0	7	113
3126	44	26.21	2	7	9	0	0	0	0	0
3127	39	388.08	3.6	60	67	6	0	0	24	5
3128	27	542.82	5.7	47	82	3	3	0	11	34
3129	30	401.86	3.2	113	97	40	9	2	13	129
3130	31	175.49	1.9	48	75	4	4	0	6	11
3131	32	2506.28	12.2	162	140	41	23	0	29	9
3132	57	72	2	24	6	0	0	0	3	1
3133	52	73.1	1.5	39	19	5	3	0	2	2
3134	50	103.7	1.1	60	63	0	0	2	6	4
3135	56	681.45	5.9	57	85	0	10	2	23	3
3136	46	3893.85	10.8	488	68	20	27	9	20	7
3137	31	412.9	2.8	58	149	1	14	0	1	59
3138	46	710.89	6.2	64	90	0	4	0	23	2
3139	43	193.49	2.5	40	65	1	36	0	5	22
3140	57	175.05	2.4	37	61	3	6	0	15	3
3141	45	410.23	5.6	49	43	6	3	0	15	4
3142	59	145.36	1.4	58	81	0	3	0	4	2
3143	21	27.9	0.4	4	101	9	0	1	0	27
3144	42	1507.78	9	74	159	0	0	2	6	5
3146	44	77.59	1.4	58	4	4	0	0	11	4
3147	30	596.17	4.9	67	96	0	36	3	6	64
3148	19	307.29	3.6	51	82	2	2	0	2	45
3149	27	201.8	3.2	48	32	0	45	0	13	42
3150	52	21.87	2.7	6	3	0	0	0	0	0
3151	59	1389.42	8.2	80	154	0	0	0	1	0
3152	23	114.66	2.5	13	59	0	0	0	5	36
3153	60	432.43	3.5	64	86	1	36	0	11	5
3154	34	1506.12	6.6	188	129	18	8	6	26	13
3155	60	165.62	2.5	46	37	4	12	1	16	4
3156	41	185.49	2.6	32	67	0	0	0	10	2
3157	40	233.91	2.7	50	65	0	24	0	1	52
3158	38	3255.07	14	282	68	30	3	0	39	10
3159	39	1616.71	6	303	114	12	30	7	22	0
3160	38	792.49	6.6	62	100	3	0	2	1	30
3161	46	119.82	1.1	53	96	0	33	1	14	3
3162	30	4392.24	13.6	362	140	10	5	0	15	10
3163	35	935.3	6	101	148	73	4	0	11	106
3164	34	644.49	6.6	48	71	3	0	0	15	13
3165	39	263.53	2.1	61	111	0	0	0	5	48
3167	24	330.22	6.4	22	57	4	0	0	7	30
3168	52	236.84	2.2	56	90	0	0	2	7	1
3169	45	3989.02	12.6	369	120	16	9	0	24	6
3170	40	774.56	8.3	68	49	3	0	0	20	23
3171	24	2874.72	9.8	397	54	19	42	10	51	9
3172	53	508.2	6.6	45	45	4	3	3	0	4
3173	43	610.18	9.3	52	30	0	45	0	9	20
3174	28	835.38	5.2	109	75	3	0	0	15	20
3175	19	126.89	2.4	31	42	20	0	1	2	31
3176	20	175.81	6	39	2	10	0	0	14	41
3177	27	81.15	1.4	46	26	0	5	0	9	41
3178	27	119.5	1.4	91	6	0	1	0	23	5
3179	47	71.85	1.2	31	51	0	2	0	17	5
3180	55	861.84	8.1	60	67	0	17	0	0	2
3181	34	488.2	3.2	64	148	3	2	0	17	36
3182	42	1077.8	8	62	124	1	5	0	1	28
3183	58	227.03	2.7	31	88	0	0	0	0	2
3184	52	245.24	2.5	53	78	4	0	0	1	5
3185	55	538.14	6.4	42	73	0	0	0	0	2
3186	59	153.84	2.3	57	25	0	5	1	11	4
3188	40	264.99	2.6	67	65	0	0	0	28	53
3189	47	184.09	3.4	56	6	0	18	0	4	5
3191	45	247.47	3.7	57	24	2	3	0	25	3
3192	40	841.96	6.2	111	33	8	27	0	7	4
3193	37	250.02	2.5	62	69	0	17	0	16	1
3194	27	324.87	3.9	57	36	6	1	2	15	59
